2025-04-03 22:22:52,383 - ERROR - Traceback (most recent call last):
2025-04-03 22:22:52,384 - ERROR -   File "C:\Users\austi\PycharmProjects\YummyTD\main.py", line 131, in <module>
2025-04-03 22:22:52,384 - ERROR - game_tools.update_stats(screen, game_tools.user_health, game_tools.money, round_number, clock)
2025-04-03 22:22:52,384 - ERROR -   File "C:\Users\austi\PycharmProjects\YummyTD\game_tools.py", line 1222, in update_stats
2025-04-03 22:22:52,384 - ERROR - text1 = health_font.render(f"{int(health)}", True, (255, 255, 255))
2025-04-03 22:22:52,384 - ERROR - pygame
2025-04-03 22:22:52,384 - ERROR - .
2025-04-03 22:22:52,384 - ERROR - error
2025-04-03 22:22:52,384 - ERROR - :
2025-04-03 22:22:52,384 - ERROR - Library not initialized
2025-04-03 22:29:05,839 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,857 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,874 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,892 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,910 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,928 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,944 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,960 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,978 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:05,996 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,015 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,032 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,050 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,068 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,086 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,104 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,121 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,138 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,154 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,171 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,189 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,207 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,225 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,243 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,261 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,278 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,296 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,315 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,331 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,349 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,366 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,383 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,400 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,417 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,435 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,451 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,469 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,487 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,505 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,521 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,539 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,557 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,574 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,591 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,609 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,627 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,645 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,662 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,680 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,697 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,716 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,734 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,752 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,768 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,786 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,805 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,822 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,840 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,858 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,875 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,893 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,911 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,928 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,946 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,963 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,981 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:06,999 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,016 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,035 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,053 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,071 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,088 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,105 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,122 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,141 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,158 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,175 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,192 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,209 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,226 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,243 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,261 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,278 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,296 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,315 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,332 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,350 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,367 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,386 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,403 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,420 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,437 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,455 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,473 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,490 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,508 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,525 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,543 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,561 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,579 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,597 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,614 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,631 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,649 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,667 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,686 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,704 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,720 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,738 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,756 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,772 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,789 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,806 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,824 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,841 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,859 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,876 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,894 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,911 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,929 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,946 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,962 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,980 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:07,997 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,014 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,032 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,049 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,067 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,084 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,100 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,117 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,135 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,151 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,167 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,186 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,201 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,219 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,237 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,256 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,273 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,289 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,307 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,324 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,340 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,358 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,375 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,391 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,408 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,426 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,444 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,461 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,479 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,495 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,512 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,528 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,545 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,561 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,579 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,596 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,614 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,631 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,648 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,666 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,683 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,700 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,717 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,735 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,753 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,770 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,787 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,805 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,822 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,840 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,856 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,873 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,891 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,908 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,926 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,943 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,961 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,978 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:08,997 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,015 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,032 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,049 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,067 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,084 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,101 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,118 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,136 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,154 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,171 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,188 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,206 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,223 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,240 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,258 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,276 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,292 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,309 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,326 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,345 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,362 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,380 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,398 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,416 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,435 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,453 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,471 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,488 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,506 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,523 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,540 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,558 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,576 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,595 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,612 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,630 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,649 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,666 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,685 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,702 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,720 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,738 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,756 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,773 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,790 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,808 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,825 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,842 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,859 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,876 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,894 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,911 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,929 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,946 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,962 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,979 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:09,997 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,015 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,034 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,051 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,068 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,086 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,103 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,120 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,138 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,156 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,175 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,193 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,211 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,229 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,247 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,265 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,283 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,300 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,318 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,336 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,352 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,369 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,387 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,405 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,422 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,439 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,456 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,474 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,492 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,509 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,526 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,543 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,561 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,578 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,592 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,609 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,626 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,643 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,659 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,676 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,693 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,710 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,727 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,744 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,762 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,780 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,797 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,814 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,832 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,849 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,866 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,884 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,902 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,919 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,936 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,954 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,970 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:10,988 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,006 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,023 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,041 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,057 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,074 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,092 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,110 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,128 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,145 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,162 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,180 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,198 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:29:11,217 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
